CÓDIGO,DESCRIÇÃO DE SERVIÇO,UNIDADE,CUSTO UNITÁRIO,REGIÃO,ANO
ED-50958,FORNECIMENTO E ASSENTAMENTO DE JANELA DE CORRER EM METALON,m2,529.03,Região Norte,Planilha
ED-50956,"FORNECIMENTO E ASSENTAMENTO DE JANELA EM FERRO, TIPO MAXIM-AR, INCLUSIVE FERRAGENS E ACESSÓRIOS",m2,370.81,Região Norte,Planilha
ED-50959,"FORNECIMENTO E ASSENTAMENTO DE JANELA EM METALON, TIPO MAXIM-AR, INCLUSIVE FERRAGENS E ACESSÓRIOS",m2,368.61,Região Norte,Planilha
ED-50960,FORNECIMENTO E ASSENTAMENTO DE JANELA VENEZIANA FIXAS METALON,m2,610.2,Região Norte,Planilha
8776,PORTA DE ALUMÍNIO,,,Região Norte,Planilha
ED-50991,"FORNECIMENTO E ASSENTAMENTO DE PORTA DE ALUMÍNIO, LINHA SUPREMA ACABAMENTO ANODIZADO, TIPO CORRER, COM DUAS FOLHAS, INCLUSIVE FORNECIMENTO DE VIDRO LISO DE 4MM, FERRAGENS E ACESSÓRIOS",m2,571.7,Região Norte,Planilha
8777,PORTA DE FERRO E METALON,,,Região Norte,Planilha
ED-50971,"PORTA COMPLETA, ESTRUTURA E MARCO EM CHAPA DOBRADA - 60 X 210 CM",U,434.67,Região Norte,Planilha
ED-50972,"PORTA COMPLETA, ESTRUTURA E MARCO EM CHAPA DOBRADA - 70 X 210 CM",U,467.51,Região Norte,Planilha
ED-50973,"PORTA COMPLETA, ESTRUTURA E MARCO EM CHAPA DOBRADA - 80 X 210 CM",U,516.72,Região Norte,Planilha
ED-50974,"PORTA COMPLETA, ESTRUTURA E MARCO EM CHAPA DOBRADA - 80 X 210 CM, COM BARRA DE APOIO",U,669.63,Região Norte,Planilha
ED-50975,"PORTA COMPLETA, ESTRUTURA E MARCO EM CHAPA DOBRADA - 90 X 210 CM",U,544.27,Região Norte,Planilha
ED-50978,"PORTA DE SANITÁRIO COMPLETA, COM BATENTES DE FERRO, ESTRUTURA EM METALON 20 X 30, FOLHA EM CHAPA GALVANIZADA Nº. 18, TRANQUETA E DOBRADIÇAS - 60 X 180 CM",U,388.29,Região Norte,Planilha
ED-50976,"PORTA DE SANITÁRIO COMPLETA, COM BATENTES DE FERRO, ESTRUTURA EM METALON 20 X 30 MM, FOLHA EM CHAPA GALVANIZADA Nº. 18, TRANQUETA E DOBRADIÇAS - 60 X 150 CM",U,339.95,Região Norte,Planilha
ED-50977,"PORTA DE SANITÁRIO COMPLETA, COM BATENTES DE FERRO, ESTRUTURA EM METALON 20 X 30 MM, FOLHA EM CHAPA GALVANIZADA Nº. 18, TRANQUETA E DOBRADIÇAS - 80 X 150 CM",U,379.06,Região Norte,Planilha
ED-50979,PORTA EM PERFIL E CHAPA METÁLICA,m2,382.14,Região Norte,Planilha
8778,PORTA DE MADEIRA DE LEI,,,Região Norte,Planilha
ED-49584,"FOLHA DE PORTA MADEIRA DE LEI PRANCHETA PARA PINTURA L <= 60 CM, H <= 180 CM",U,289.12,Região Norte,Planilha
ED-49585,FOLHA DE PORTA MADEIRA DE LEI PRANCHETA PARA PINTURA 60 X 210 CM,U,347.58,Região Norte,Planilha
ED-49586,FOLHA DE PORTA MADEIRA DE LEI PRANCHETA PARA PINTURA 70 X 210 CM,U,354.31,Região Norte,Planilha
ED-49587,FOLHA DE PORTA MADEIRA DE LEI PRANCHETA PARA PINTURA 80 X 210 CM,U,361.05,Região Norte,Planilha
ED-49588,FOLHA DE PORTA MADEIRA DE LEI PRANCHETA PARA PINTURA 90 X 210 CM,U,391.45,Região Norte,Planilha
ED-49589,"MARCO DE MADEIRA DE LEI PARA PINTURA, L = 14 CM, 60 X 210 CM",U,267.71,Região Norte,Planilha
ED-49590,"MARCO EM MADEIRA DE LEI PARA PINTURA, L = 14 CM, 70 X 210 CM",U,267.71,Região Norte,Planilha
ED-49591,"MARCO EM MADEIRA DE LEI PARA PINTURA, L = 14 CM, 80 X 210 CM",U,267.71,Região Norte,Planilha
ED-49592,"MARCO EM MADEIRA DE LEI PARA PINTURA, L = 14 CM, 90 X 210 CM",U,277.85,Região Norte,Planilha
ED-49600,"PORTA DE ABRIR, MADEIRA DE LEI PRANCHETA PARA PINTURA COMPLETA 60 X 210 CM,COM FERRAGENS EM FERRO LATONADO",U,776.95,Região Norte,Planilha
ED-49601,"PORTA DE ABRIR, MADEIRA DE LEI PRANCHETA PARA PINTURA COMPLETA 70 X 210 CM,COM FERRAGENS EM FERRO LATONADO",U,843.62,Região Norte,Planilha
ED-49602,"PORTA DE ABRIR, MADEIRA DE LEI PRANCHETA PARA PINTURA COMPLETA 80 X 210 CM,COM FERRAGENS EM FERRO LATONADO",U,902.83,Região Norte,Planilha
ED-49603,"PORTA DE ABRIR, MADEIRA DE LEI PRANCHETA PARA PINTURA COMPLETA 90 X 210 CM,COM FERRAGENS EM FERRO LATONADO",U,932.62,Região Norte,Planilha
ED-49611,RÉGUA PARA ALIZARES DE 5 X 1 CM DE MADEIRA DE LEI PARA PINTURA COLOCADO,cj,68.99,Região Norte,Planilha
ED-49612,RÉGUA PARA ALIZARES DE 7 X 1 CM DE MADEIRA DE LEI PARA PINTURA COLOCADO,cj,90.56,Região Norte,Planilha
8779,PORTA EM MADEIRA DE LEI COM LAMINADO MELAMÍNICO,,,Região Norte,Planilha
ED-49607,"PORTA EM MADEIRA DE LEI ESPECIAL COMPLETA 60 X 210 CM, COM REVESTIMENTO EM LAMINADO MELAMÍNICO NAS DUAS FACES, INCLUSIVE FERRAGENS E MAÇANETA TIPO ALAVANCA",U,992.99,Região Norte,Planilha
ED-49606,"PORTA EM MADEIRA DE LEI ESPECIAL COMPLETA 70 X 210 CM, COM REVESTIMENTO EM LAMINADO MELAMÍNICO NAS DUAS FACES, INCLUSIVE FERRAGENS E MAÇANETA TIPO ALAVANCA",U,1059.66,Região Norte,Planilha
ED-49605,"PORTA EM MADEIRA DE LEI ESPECIAL COMPLETA 80 X 210 CM, COM REVESTIMENTO EM LAMINADO MELAMÍNICO NAS DUAS FACES, INCLUSIVE FERRAGENS E MAÇANETA TIPO ALAVANCA",U,1118.87,Região Norte,Planilha
ED-49604,"PORTA EM MADEIRA DE LEI ESPECIAL COMPLETA 90 X 210 CM, PARA PINTURA, PARA P.N.E., COM PROTEÇÃO INFERIOR EM LAMINADO MELAMÍNICO, INCLUSIVE FERRAGENS E MAÇANETA TIPO ALAVANCA (P2)",U,953.81,Região Norte,Planilha
ED-49599,"PORTA EM MADEIRA DE LEI REVESTIDA EM LAMINADO MELAMÍNICO, COM MARCO EM ALUMÍNIO ANODIZADO NATURAL, TARJETA LIVRE/OCUPADO E DOBRADIÇAS - 60 X 165 CM",U,717.51,Região Norte,Planilha
8780,PORTA DE MADEIRA COM TARJETA,,,Região Norte,Planilha
ED-49597,"PORTA DE MADEIRA, TIPO PRANCHETA, COM MARCO FERRO ""L"" 1 1/4 X 1/8"", TARJETA E DOBRADIÇAS - 100 X 160 CM",U,591.39,Região Norte,Planilha
ED-49594,"PORTA DE MADEIRA, TIPO PRANCHETA, COM MARCO FERRO ""L"" 1 1/4 X 1/8"", TARJETA E DOBRADIÇAS - 55 X 180 CM",U,472.78,Região Norte,Planilha
ED-49598,"PORTA DE MADEIRA, TIPO PRANCHETA, COM MARCO FERRO ""L"" 1 1/4 X 1/8"", TARJETA LIVRE/OCUPADO E DOBRADIÇAS - 100 X 160 CM",U,632.17,Região Norte,Planilha
ED-49593,"PORTA DE MADEIRA, TIPO PRANCHETA, COM MARCO FERRO ""L"" 1 1/4 X 1/8"", TARJETA LIVRE/OCUPADO E DOBRADIÇAS - 55 X 160 CM",U,502.39,Região Norte,Planilha
ED-49595,"PORTA DE MADEIRA, TIPO PRANCHETA, COM MARCO FERRO ""L"" 1 1/4 X 1/8"", TARJETA LIVRE/OCUPADO E DOBRADIÇAS - 55 X 180 CM",U,513.56,Região Norte,Planilha
ED-49596,"PORTA DE MADEIRA, TIPO PRANCHETA, COM MARCO FERRO ""L"" 1 1/4 X 1/8"", TARJETA LIVRE/OCUPADO E DOBRADIÇAS - 60 X 165 CM",U,512.36,Região Norte,Planilha
8781,PEÇA ESPECIAL DE MADEIRA,,,Região Norte,Planilha
ED-49582,"BATE MACA DE MADEIRA DE LEI, INCLUSIVE APLICAÇÃO DE VERNIZ SINTÉTICO MARÍTIMO, DUAS (2) DEMÃOS, ACABAMENTO TIPO FOSCO",m,51.91,Região Norte,Planilha
ED-49583,"PROTETOR DE PAREDE BATE MACA EM PVC RÍGIDO DE ALTO IMPACTO, BASE DE FIXAÇÃO, TERMINAIS DE ACABAMENTO E ADAPTADORES L = 200 MM",m,69.3,Região Norte,Planilha
8782,VISOR PARA PORTA,,,Região Norte,Planilha
ED-7066,"FORNECIMENTO DE VISOR 30X20 CM DE VIDRO EM CRISTAL INCOLOR FIXO E=4 MM COM MOLDURA DE MADEIRA, INSTALADO EM PORTA DE MADEIRA",un,95.76,Região Norte,Planilha
8783,FERRAGEM E ACESSÓRIOS,,,Região Norte,Planilha
ED-49697,"DOBRADIÇA DE FERRO, MEDIDAS (3""X2.1/2""), TIPO PINO SOLTO COM BOLA, ACABAMENTO CROMADO, INCLUSIVE ACESSÓRIOS PARA FIXAÇÃO",un,17.8,Região Norte,Planilha
ED-49698,"DOBRADIÇA DE FERRO, MEDIDAS (3.1/2""X3""), TIPO PINO SOLTO COM BOLA, ACABAMENTO CROMADO, INCLUSIVE ACESSÓRIOS PARA FIXAÇÃO",un,21.59,Região Norte,Planilha
ED-27548,"DOBRADIÇA DE FERRO, MEDIDAS (3/4""X 1""), TIPO PINO GONZO NÚMERO 2, INCLUSIVE INSTALAÇÃO, EXCLUSIVE PINTURA DE ACABAMENTO",un,20.51,Região Norte,Planilha
ED-27547,"DOBRADIÇA DE FERRO, MEDIDAS (5/8""X3/4""), TIPO PINO GONZO NÚMERO 1, INCLUSIVE INSTALAÇÃO, EXCLUSIVE PINTURA DE ACABAMENTO",un,16.3,Região Norte,Planilha
ED-49701,"FECHADURA TIPO BANHEIRO (TRANQUETA), GRAU DE SEGURANÇA MÉDIO, DISTÂNCIA DE BROCA 40MM, ACABAMENTO COM ESPELHO CROMADO E MAÇANETA MODELO ALAVANCA EM ZAMAC, INCLUSIVE ACESSÓRIOS PARA FIXAÇÃO E UMA (1) CHAVE",un,98.4,Região Norte,Planilha
ED-21612,"FECHADURA TIPO EXTERNA, EM PORTA METÁLICA, GRAU DE SEGURANÇA MÉDIO, DISTÂNCIA DE BROCA 20MM, ACABAMENTO COM ESPELHO CROMADO E MAÇANETA MODELO ALAVANCA EM ZAMAC, INCLUSIVE ACESSÓRIOS PARA FIXAÇÃO E DUAS (2) CHAVES",un,88.11,Região Norte,Planilha
ED-49699,"FECHADURA TIPO EXTERNA, GRAU DE SEGURANÇA MÉDIO, DISTÂNCIA DE BROCA 40MM, ACABAMENTO COM ESPELHO CROMADO E MAÇANETA MODELO ALAVANCA EM ZAMAC, INCLUSIVE ACESSÓRIOS PARA FIXAÇÃO E DUAS (2) CHAVES",un,125.19,Região Norte,Planilha
ED-49700,"FECHADURA TIPO INTERNA (GORGE), GRAU DE SEGURANÇA MÉDIO, DISTÂNCIA DE BROCA 40MM, ACABAMENTO COM ESPELHO CROMADO E MAÇANETA MODELO ALAVANCA EM ZAMAC, INCLUSIVE ACESSÓRIOS PARA FIXAÇÃO E DUAS (2) CHAVES",un,105.43,Região Norte,Planilha
ED-27549,"FECHADURA TIPO TUBULAR, EM DIVISÓRIA, COM MAÇANETA E ACABAMENTO EM ZAMAC, INCLUSIVE ACESSÓRIOS PARA FIXAÇÃO E DUAS (2) CHAVES",un,84,Região Norte,Planilha
ED-23033,"FERRAGENS PARA PORTA METÁLICA, DE ABRIR, COM UMA (1) FOLHAS, INCLUSIVE FECHADURA TIPO EXTERNA COM GRAU DE SEGURANÇA MÉDIO, ACABAMENTO EM ESPELHO CROMADO COM MAÇANETA MODELO ALAVANCA EM ZAMAC E DOBRADIÇA DE FERRO, MEDIDAS (3""X2.1/2""), TIPO PINO SOLTO COM BOLA, ACABAMENTO CROMADO, FORNECIMENTO, ACESSÓRIOS E INSTALAÇÃO, EXCLUSIVE PORTA METÁLICA",un,141.51,Região Norte,Planilha
ED-13911,"FERRAGENS PARA PORTA METÁLICA, DE CORRER, COM UMA (1) FOLHA, BATENTE COM ALTURA MÁXIMA DE 2,3M, INCLUSIVE FECHADURA, MODELO BICO PAPAGAIO, ROLDANA INFERIOR E SUPERIOR, MODELO TIPO U, COM CAPACIDADE PARA 360KG, FORNECIMENTO, ACESSÓRIOS E INSTALAÇÃO, EXCLUSIVE PORTA METÁLICA",un,243.73,Região Norte,Planilha
ED-49702,MOLA HIDRÁULICA NORMAL,U,156.37,Região Norte,Planilha
ED-49704,"TARJETA CROMADA, TIPO FECHO, INSTALADA EM PORTA DE SANITÁRIO, INCLUSIVE ACESSÓRIOS PARA FIXAÇÃO
",un,18.58,Região Norte,Planilha
ED-49705,"TARJETA CROMADA, TIPO LIVRE/OCUPADO, INSTALADA EM PORTA DE SANITÁRIO, INCLUSIVE ACESSÓRIOS PARA FIXAÇÃO",un,62.55,Região Norte,Planilha
8784,PORTA CORTA-FOGO,,,Região Norte,Planilha
ED-50988,"PORTA CORTA-FOGO, COLOCAÇÃO E ACABAMENTO, DE ABRIR, UMA FOLHA COM DOBRADIÇA ESPECIAL, MOLA DE FECHAMENTO, FECHADURA, MAÇANETA E DEMAIS FERRAGENS DE ACABAMENTO, DIMENSÕES 0,80 X 2,10 M",U,1417.67,Região Norte,Planilha
ED-50989,"PORTA CORTA-FOGO, COLOCAÇÃO E ACABAMENTO, DE ABRIR, UMA FOLHA COM DOBRADIÇA ESPECIAL, MOLA DE FECHAMENTO, FECHADURA, MAÇANETA E DEMAIS FERRAGENS DE ACABAMENTO, DIMENSÕES 0,90 X 2,10 M",U,1498.42,Região Norte,Planilha
ED-50990,"PORTA CORTA-FOGO, COLOCAÇÃO E ACABAMENTO, DE ABRIR, UMA FOLHA COM DOBRADIÇA ESPECIAL, MOLA DE FECHAMENTO, FECHADURA, MAÇANETA E DEMAIS FERRAGENS DE ACABAMENTO, DIMENSÕES 1,600 X 2,10 M",U,2576.67,Região Norte,Planilha
8785,VEDAÇÃO E CALAFETAGEM,,,Região Norte,Planilha
ED-50992,VEDAÇÃO DE ESQUADRIAS METÁLICAS COM SILICONE PASTOSO,m,21.1,Região Norte,Planilha
8671,COBERTURAS E PROTEÇÕES,,,Região Norte,Planilha
8786,ESTRUTURA DE MADEIRA PARA COBERTURA,,,Região Norte,Planilha
ED-48414,CAIBRO DE MADEIRA EM PARAJU 7 X 4 CM,m,13.43,Região Norte,Planilha
ED-48408,ENGRADAMENTO PARA TELHADO DE FIBROCIMENTO ONDULADA,m2,78.42,Região Norte,Planilha
ED-48409,"ENGRADAMENTO PARA TELHADO DE FIBROCIMENTO TIPO KALHETA, CANALETE 49",m2,25.5,Região Norte,Planilha
ED-48410,"ENGRADAMENTO PARA TELHADO DE FIBROCIMENTO TIPO KALHETÃO, CANALETE 90",m2,24.2,Região Norte,Planilha
ED-48407,ENGRADAMENTO PARA TELHAS CERÂMICA OU CONCRETO EM MADEIRA PARAJU,m2,139.24,Região Norte,Planilha
ED-48412,PEÇAS DE MADEIRA EM PARAJU 12 X 8 CM,m,36.34,Região Norte,Planilha
ED-48411,PEÇAS DE MADEIRA EM PARAJU 15 X 8 CM,m,43.34,Região Norte,Planilha
ED-48413,PEÇAS DE MADEIRA EM PARAJU 8 X 8 CM,m,25.32,Região Norte,Planilha
ED-48415,"RIPA EM MADEIRA EM 4 X 1,5 CM",m,10.04,Região Norte,Planilha
8787,ESTRUTURA METÁLICA PARA COBERTURA,,,Região Norte,Planilha
ED-20603,"FORNECIMENTO DE ESTRUTURA METÁLICA E ENGRADAMENTO METÁLICO, EM AÇO, PARA TELHADO, EXCLUSIVE TELHA, INCLUSIVE FABRICAÇÃO, TRANSPORTE, MONTAGEM E APLICAÇÃO DE FUNDO PREPARADOR ANTICORROSIVO EM SUPERFÍCIE METÁLICA, UMA (1) DEMÃO",Kg,21.71,Região Norte,Planilha
ED-20574,"FORNECIMENTO DE ESTRUTURA METÁLICA E ENGRADAMENTO METÁLICO, EM AÇO PATINÁVEL, SOBRE LAJE PARA TELHA CERÂMICA, COBERTURA PADRÃO DO PRÉDIO ESCOLAR, EXCLUSIVE TELHA, INCLUSIVE FABRICAÇÃO, TRANSPORTE E MONTAGEM",m2,337.16,Região Norte,Planilha
ED-20575,"FORNECIMENTO DE ESTRUTURA METÁLICA E ENGRADAMENTO METÁLICO, EM AÇO, SOBRE LAJE PARA TELHA CERÂMICA, COBERTURA PADRÃO DO PRÉDIO ESCOLAR, EXCLUSIVE TELHA, INCLUSIVE FABRICAÇÃO, TRANSPORTE, MONTAGEM, APLICAÇÃO DE FUNDO PREPARADOR ANTICORROSIVO, UMA (1) DEMÃO E PINTURA ESMALTE, DUAS (2) DEMÃOS",m2,353.6,Região Norte,Planilha
ED-20602,"FORNECIMENTO DE ESTRUTURA METÁLICA E ENGRADAMENTO METÁLICO, EM AÇO, SOBRE LAJE PARA TELHA CERÂMICA, COBERTURA PADRÃO DO PRÉDIO ESCOLAR, EXCLUSIVE TELHA, INCLUSIVE FABRICAÇÃO, TRANSPORTE, MONTAGEM E E APLICAÇÃO DE FUNDO PREPARADOR ANTICORROSIVO, UMA (1) DEMÃO",m2,339.9,Região Norte,Planilha
ED-20576,"FORNECIMENTO DE ESTRUTURA METÁLICA E ENGRADAMENTO METÁLICO PARA RAMPA EM AÇO, COBERTURA PADRÃO RAMPA DO PRÉDIO ESCOLAR, EXCLUSIVE TELHA, INCLUSIVE PILAR METÁLICO, FABRICAÇÃO, TRANSPORTE, MONTAGEM, APLICAÇÃO DE FUNDO PREPARADOR ANTICORROSIVO, UMA (1) DEMÃO E PINTURA ESMALTE, DUAS (2) DEMÃOS",m2,787.78,Região Norte,Planilha
ED-20577,"FORNECIMENTO DE ESTRUTURA METÁLICA E ENGRADAMENTO METÁLICO PARA TELHADO DE QUADRA POLIESPORTIVA EM AÇO, COBERTURA PADRÃO DO GINÁSIO POLIESPORTIVO, EXCLUSIVE TELHA, INCLUSIVE PILAR METÁLICO, FABRICAÇÃO, TRANSPORTE, MONTAGEM, APLICAÇÃO DE FUNDO PREPARADOR ANTICORROSIVO, UMA (1) DEMÃO E PINTURA ESMALTE, DUAS (2) DEMÃOS",m2,365.57,Região Norte,Planilha
ED-20573,"FORNECIMENTO DE ESTRUTURA METÁLICA E ENGRADAMENTO METÁLICO PARA TELHADO EM ARCO DE QUADRA POLIESPORTIVA EM AÇO, COBERTURA EM ARCO PADRÃO DA QUADRA ESCOLAR, EXCLUSIVE TELHA, INCLUSIVE PILAR METÁLICO, FABRICAÇÃO, TRANSPORTE, MONTAGEM, APLICAÇÃO DE FUNDO PREPARADOR ANTICORROSIVO, UMA (1) DEMÃO E PINTURA ESMALTE, DUAS (2) DEMÃOS",m2,268.41,Região Norte,Planilha
ED-20572,"FORNECIMENTO DE ESTRUTURA METÁLICA E ENGRADAMENTO METÁLICO PARA TELHADO EM ARCO DE QUADRA POLIESPORTIVA EM AÇO PATINÁVEL, COBERTURA EM ARCO PADRÃO DA QUADRA ESCOLAR, EXCLUSIVE TELHA, INCLUSIVE PILAR METÁLICO, FABRICAÇÃO, TRANSPORTE E MONTAGEM",m2,247.19,Região Norte,Planilha
8788,COBERTURA COM TELHA FIBROCIMENTO,,,Região Norte,Planilha
ED-48425,"COBERTURA EM TELHA DE FIBROCIMENTO ESTRUTURAL, ESP. 8MM, COM RECOBRIMENTO TRANSVERSAL E LONGITUDINAL, EXCLUSIVE CUMEEIRA, INCLUSIVE ACESSÓRIOS DE FIXAÇÃO E IÇAMENTO",m2,88.3,Região Norte,Planilha
ED-48423,COBERTURA EM TELHA DE FIBROCIMENTO ONDULADA E = 5 MM,m2,31.24,Região Norte,Planilha
ED-48424,COBERTURA EM TELHA DE FIBROCIMENTO ONDULADA E = 6 MM,m2,37.34,Região Norte,Planilha
ED-48426,"COBERTURA EM TELHA DE FIBROCIMENTO TIPO KALHETA, CANALETE 49",m2,152.64,Região Norte,Planilha
ED-48427,"COBERTURA EM TELHA DE FIBROCIMENTO TIPO KALHETÃO,CANALETE 90",m2,175.36,Região Norte,Planilha
ED-48417,COLOCAÇÃO DE RUFO EM FIBROCIMENTO PARA TELHA ONDULADA,m,46.19,Região Norte,Planilha
8789,COBERTURA COM TELHA METÁLICA,,,Região Norte,Planilha
ED-13852,"COBERTURA EM TELHA METÁLICA GALVANIZADA ONDULADA, TIPO SIMPLES, ESP. 0,50MM, ACABAMENTO NATURAL, INCLUSIVE ACESSÓRIOS PARA FIXAÇÃO, FORNECIMENTO E INSTALAÇÃO",m2,91.59,Região Norte,Planilha
ED-48430,"COBERTURA EM TELHA METÁLICA GALVANIZADA TRAPEZOIDAL, DUPLA COM TRATAMENTO ANTI-CHAMA",m2,194.23,Região Norte,Planilha
ED-48429,"COBERTURA EM TELHA METÁLICA GALVANIZADA TRAPEZOIDAL, TIPO DUPLA TERMOACÚSTICA COM DUAS FACES TRAPEZOIDAIS, ESP. 0,43MM, PREENCHIMENTO EM POLIESTIRENO EXPANDIDO/ISOPOR COM ESP. 30MM, ACABAMENTO NATURAL, INCLUSIVE ACESSÓRIOS PARA FIXAÇÃO, FORNECIMENTO E INSTALAÇÃO",m2,227.65,Região Norte,Planilha
ED-48428,"COBERTURA EM TELHA METÁLICA GALVANIZADA TRAPEZOIDAL, TIPO SIMPLES, ESP. 0,50MM, ACABAMENTO NATURAL, INCLUSIVE ACESSÓRIOS PARA FIXAÇÃO, FORNECIMENTO E INSTALAÇÃO",m2,96.07,Região Norte,Planilha
ED-48432,COBERTURA EM TELHA ONDULADA TRADICIONAL DE FIBRA VEGETAL COM BETUME ESP. = 3 MM - INCLINAÇÃO ACIMA DE 15º (FIXAÇÃO EM ESTRUTURA METÁLICA),m2,72.27,Região Norte,Planilha
ED-48431,COBERTURA EM TELHA ONDULADA TRADICIONAL DE FIBRA VEGETAL COM BETUME ESP. = 3 MM - INCLINAÇÃO DE 10º A 15º (FIXAÇÃO EM ESTRUTURA METÁLICA),m2,75.07,Região Norte,Planilha
ED-48418,COLOCAÇÃO DE RUFO EM POLIETILENO PARA TELHA VEGETAL TRADICIONAL,m,55.06,Região Norte,Planilha
8790,COBERTURA COM TELHA CERÂMICA,,,Região Norte,Planilha
ED-48421,"COBERTURA EM TELHA CERÂMICA COLONIAL CURVA, 26 UNID/M2",m2,107.41,Região Norte,Planilha
ED-48420,"COBERTURA EM TELHA CERÂMICA COLONIAL PLANA, 24 UNID/M2",m2,91.35,Região Norte,Planilha
ED-48419,COBERTURA EM TELHA CERÂMICA FRANCESA,m2,78.66,Região Norte,Planilha
ED-48406,"EMBOÇAMENTO DA ÚLTIMA FIADA DE TELHA CERÂMICA COM ARGAMASSA DE CIMENTO, CAL HIDRATADA E AREIA SEM PENEIRAR, NO TRAÇO 1:2:9",m,14.25,Região Norte,Planilha
ED-48422,TELHA COLONIAL DE RESERVA,m2,46.37,Região Norte,Planilha
8791,CUMEEIRA E ESPIGÃO,,,Região Norte,Planilha
ED-48403,"COLOCAÇÃO DE CUMEEIRA DE FIBROCIMENTO PARA TELHA KALHETA, CANALETE 49",m,79.83,Região Norte,Planilha
ED-48404,"COLOCAÇÃO DE CUMEEIRA DE FIBROCIMENTO PARA TELHA KALHETÃO,CANALETE 90",m,119.26,Região Norte,Planilha
ED-48402,"COLOCAÇÃO DE CUMEEIRA GALVANIZADA TRAPEZOIDAL E = 0,50 MM, SIMPLES",m,53.74,Região Norte,Planilha
ED-48405,COLOCAÇÃO DE CUMEEIRA ONDULADA DE FIBRA VEGETAL COM BETUME - TRADICIONAL,m,47.61,Região Norte,Planilha
ED-48416,COLOCAÇÃO DE ESPIGÃO EM FIBROCIMENTO PARA TELHA ONDULADA,m,21.59,Região Norte,Planilha
ED-48401,CUMEEIRA NORMAL OU ARTICULADA DE FIBROCIMENTO PARA TELHA ONDULADA E = 6 OU 8 MM,m,67.05,Região Norte,Planilha
ED-48400,"CUMEEIRA PARA TELHA CERÂMICA, INCLUSIVE ASSENTAMENTO EM ARGAMASSA, TRAÇO 1:2:9 (CIMENTO, CAL E AREIA), PREPARO MECÂNICO",m,30.8,Região Norte,Planilha
8792,CALHA GALVANIZADA,,,Região Norte,Planilha
ED-50661,"CALHA EM CHAPA GALVANIZADA, ESP. 0,5MM (GSG-26), COM DESENVOLVIMENTO DE 33CM, INCLUSIVE IÇAMENTO MANUAL VERTICAL",m,43.46,Região Norte,Planilha
ED-50662,"CALHA EM CHAPA GALVANIZADA, ESP. 0,5MM (GSG-26), COM DESENVOLVIMENTO DE 40CM, INCLUSIVE IÇAMENTO MANUAL VERTICAL",m,50.74,Região Norte,Planilha
ED-50663,"CALHA EM CHAPA GALVANIZADA, ESP. 0,5MM (GSG-26), COM DESENVOLVIMENTO DE 50CM, INCLUSIVE IÇAMENTO MANUAL VERTICAL",m,65.93,Região Norte,Planilha
ED-50660,"CALHA EM CHAPA GALVANIZADA, ESP. 0,65MM (GSG-24), COM DESENVOLVIMENTO DE 100CM, INCLUSIVE IÇAMENTO MANUAL VERTICAL",m,149.63,Região Norte,Planilha
ED-50654,"CALHA EM CHAPA GALVANIZADA, ESP. 0,65MM (GSG-24), COM DESENVOLVIMENTO DE 33CM, INCLUSIVE IÇAMENTO MANUAL VERTICAL",m,51.65,Região Norte,Planilha
ED-50655,"CALHA EM CHAPA GALVANIZADA, ESP. 0,65MM (GSG-24), COM DESENVOLVIMENTO DE 40CM, INCLUSIVE IÇAMENTO MANUAL VERTICAL",m,60.67,Região Norte,Planilha
ED-50656,"CALHA EM CHAPA GALVANIZADA, ESP. 0,65MM (GSG-24), COM DESENVOLVIMENTO DE 50CM, INCLUSIVE IÇAMENTO MANUAL VERTICAL",m,74.04,Região Norte,Planilha
ED-50657,"CALHA EM CHAPA GALVANIZADA, ESP. 0,65MM (GSG-24), COM DESENVOLVIMENTO DE 60CM, INCLUSIVE IÇAMENTO MANUAL VERTICAL",m,87.36,Região Norte,Planilha
ED-50658,"CALHA EM CHAPA GALVANIZADA, ESP. 0,65MM (GSG-24), COM DESENVOLVIMENTO DE 66CM, INCLUSIVE IÇAMENTO MANUAL VERTICAL",m,95.86,Região Norte,Planilha
ED-50659,"CALHA EM CHAPA GALVANIZADA, ESP. 0,65MM (GSG-24), COM DESENVOLVIMENTO DE 75CM, INCLUSIVE IÇAMENTO MANUAL VERTICAL",m,108.79,Região Norte,Planilha
ED-50653,"CALHA EM CHAPA GALVANIZADA, ESP. 0,8MM (GSG-22), COM DESENVOLVIMENTO DE 100CM, INCLUSIVE IÇAMENTO MANUAL VERTICAL",m,174.45,Região Norte,Planilha
ED-50648,"CALHA EM CHAPA GALVANIZADA, ESP. 0,8MM (GSG-22), COM DESENVOLVIMENTO DE 33CM, INCLUSIVE IÇAMENTO MANUAL VERTICAL",m,59.84,Região Norte,Planilha
ED-50649,"CALHA EM CHAPA GALVANIZADA, ESP. 0,8MM (GSG-22), COM DESENVOLVIMENTO DE 40CM, INCLUSIVE IÇAMENTO MANUAL VERTICAL",m,70.6,Região Norte,Planilha
ED-50650,"CALHA EM CHAPA GALVANIZADA, ESP. 0,8MM (GSG-22), COM DESENVOLVIMENTO DE 50CM, INCLUSIVE IÇAMENTO MANUAL VERTICAL",m,86.45,Região Norte,Planilha
